Rank,Last Name,display,Initials,Conflict,Status,Service,Unit,Campaign,Gender,Decorations,Serv.No,Notes,Memorial,Memorial id,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8
,OAKES,Alexander Montague Oakes,Alexander Montague,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,OWEN,Frederick George Owen,Frederick George,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,PAIN,Ralph Oswald Cleveland Pain,Ralph Oswald Cleveland,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,PALMER,William George Palmer,William George,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,PARK,Robert Park,Robert,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,PARKINSON,Harry Stroud Parkinson,Harry Stroud,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,PAYNE,Aubrey Benedict Payne,Aubrey Benedict,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,PICKERING,Arthur Pickering,Arthur,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,PINNOCK,William Arthur Pinnock,William Arthur,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,PYE,Harold Hume Pye,Harold Hume,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,PYE,Reginald Leslie Pye,Reginald Leslie,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,RAMSEY,Alfred Ernest Ramsey,Alfred Ernest,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,REDFORD,Thomas Harold Redford,Thomas Harold,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,REID,William Harding Reid,William Harding,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,RICHARDSON,Lancelot Lytton Richardson,Lancelot Lytton,,,,,,,MC,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,ROGERS,Alfred John Rogers,Alfred John,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,ROURKE,Harold George Rourke,Harold George,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,SAMS,Jack Clive Sams,Jack Clive,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,SCOTT,William Francis Scott,William Francis,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,SHAW,Harold Baker Shaw,Harold Baker,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,SIMPSON,Leslie Walter Simpson,Leslie Walter,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,SMITH,Charles Smith,Charles,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,SMITH,George Aston Smith,George Aston,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,SMITH,Teesdale (Teasdale) Boake Smith,Teesdale (Teasdale) Boake,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,SPENCE,Olof Spence,Olof,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,STEWART,William Kelvey Stewart,William Kelvey,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,SYMINGTON,William Albert Symington,William Albert,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,TAYLOR,Oliver Clegg Taylor,Oliver Clegg,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,TERRAS,James Sutter Terras,James Sutter,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,TERRY,Guy Winston Terry,Guy Winston,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,TERRY,Edward Churchill Terry,Edward Churchill,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,THOMAS,Charles Llewelyn Thomas,Charles Llewelyn,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,TIDSWELL,Noel Tidswell,Noel,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,TORPY,John Bermingham Torpy,John Bermingham,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,TOWES,Alfred Towes,Alfred,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,VAUGHAN,Henry Joshua Vaughan,Henry Joshua,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,WATTS,Stanley Charles Martin Watts,Stanley Charles Martin,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,WEEDING,Archibald Gilbert Weeding,Archibald Gilbert,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,WELCH,Mervyn Bede (appears in National Archives as Melvyn Bede Welch) Welch,Mervyn Bede (appears in National Archives as Melvyn Bede Welch),,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,WILLIAMS,Alfred William Williams,Alfred William,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,WILSON,Eric Robert Wilson,Eric Robert,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,WILSON,Samuel Charles Wilson,Samuel Charles,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
,WILSON,William Wilson,William,,,,,,,,,,1,"Their Name Liveth for Evermore - Mosman's Dead in the Great War 1914-1918 - George Franki, 2011",,,,,,,,
Corporal,Agutter,A E Agutter,A.E.,,Died on service,,,,,,,,10,7,,,,,,,,
Sergeant,Allen,C F Allen,C.F.,,Died on service,,,,,MC,,,10,7,,,,,,,,
,Anderson,G H Anderson,G.H.,,,,,,,,,,10,7,,,,,,,,
,Armstrong,J E Armstrong,J.E.,,,,,,,,,,10,7,,,,,,,,
,Beaver,G C Beaver,G.C.,,,,,,,,,,10,7,,,,,,,,
,Bell,S H Bell,S.H.,,,,,,,,,,10,7,,,,,,,,
,Beohm,J G Beohm,J.G.,,,,,,,,,,10,7,,,,,,,,
,Bolton,A F Bolton,A.F.,,,,,,,,,,10,7,,,,,,,,
Lieut,Boone,C A Boone,C.A.,,Killed in action,,,,,,,,10,7,,,,,,,,
,Boone,L J Boone,L.J.,,,,,,,,,,10,7,,,,,,,,
,Brodie,R L Brodie,R.L.,,,,,,,,,,10,7,,,,,,,,
,Brooks,H R Brooks,H.R.,,,,,,,,,,10,7,,,,,,,,
,Bulloch,E Bulloch,E.,,,,,,,,,,10,7,,,,,,,,
,Bulte,A J Bulte,A.J.,,,,,,,,,,10,7,,,,,,,,
,Burkitt,H W Burkitt,H.W.,,,,,,,,,,10,7,,,,,,,,
Private,Butler,C D Butler,C.D.,,Killed in action,,,,,,,,10,7,,,,,,,,
,Button,T A Button,T.A.,,,,,,,,,,10,7,,,,,,,,
,Cameron,E A Cameron,E.A.,,,,,,,,,,10,7,,,,,,,,
,Carmichael,D M Carmichael,D.M.,,,,,,,,,,10,7,,,,,,,,
,Carne,H Carne,H.,,,,,,,,,,10,7,,,,,,,,
,Chapman,N F Chapman,N.F.,,,,,,,,,,10,7,,,,,,,,
,Chasling,E H Chasling,E.H.,,,,,,,,,,10,7,,,,,,,,
,Chidzey,J Chidzey,J.,,,,,,,,,,10,7,,,,,,,,
,Cole,H J Cole,H.J.,,,,,,,,,,10,7,,,,,,,,
Private,Colley-Priest,L W Colley-Priest,L.W.,,,,,,,MM,,,10,7,,,,,,,,
,Cook,A C Cook,A.C.,,,,,,,,,,10,7,,,,,,,,
Private,Cook,E Cook,E.,,Killed in action,,,,,,,,10,7,,,,,,,,
,Cooke,F R Cooke,F.R.,,,,,,,,,,10,7,,,,,,,,
,Cooper,H R Cooper,H.R.,,,,,,,,,,10,7,,,,,,,,
,Cormack,O R Cormack,O.R.,,,,,,,,,,10,7,,,,,,,,
,Courtney,C J Courtney,C.J.,,,,,,,,,,10,7,,,,,,,,
,Cowles,G A Cowles,G.A.,,,,,,,,,,10,7,,,,,,,,
,Cox,W C Cox,W.C.,,,,,,,,,,10,7,,,,,,,,
,Craig,A H Craig,A.H.,,,,,,,,,,10,7,,,,,,,,
,Crossman,H Crossman,H.,,,,,,,,,,10,7,,,,,,,,
,Croudace,H M Croudace,H.M.,,,,,,,,,,10,7,,,,,,,,
,Crowhurst,W B Crowhurst,W.B.,,,,,,,,,,10,7,,,,,,,,
,Cullen,W G Cullen,W.G.,,,,,,,,,,10,7,,,,,,,,
,Dalrymple,F S Dalrymple,F.S.,,,,,,,,,,10,7,,,,,,,,
,Dalziel,V C Dalziel,V.C.,,,,,,,,,,10,7,,,,,,,,
,Davidson,R A J Davidson,R.A.J.,,,,,,,,,,10,7,,,,,,,,
,Davies,A E Davies,A.E.,,,,,,,,,,10,7,,,,,,,,
,Dawson,L R Dawson,L.R.,,,,,,,,,,10,7,,,,,,,,
,Dawson,P J Dawson,P.J.,,,,,,,,,,10,7,,,,,,,,
,Dewhurst,S Dewhurst,S.,,,,,,,,,,10,7,,,,,,,,
,Dibbs,H Dibbs,H.,,,,,,,,,,10,7,,,,,,,,
,Dight,A C Dight,A.C.,,,,,,,,,,10,7,,,,,,,,
,Dodd,H Dodd,H.,,,,,,,,,,10,7,,,,,,,,
,Dowling,D G T Dowling,D.G.T.,,,,,,,,,,10,7,,,,,,,,
Lieut,Doyle,R H Doyle,R.H.,,Killed in action,,,,,,,,10,7,,,,,,,,
Lieut,Doyle,W S H Doyle,W.S.H.,,Died of wounds,,,,,,,,10,7,,,,,,,,
Sergeant,Dyer,A E Dyer,A.E.,,Killed in action,,,,,,,,10,7,,,,,,,,
,East,W G East,W.G.,,,,,,,,,,10,7,,,,,,,,
,Elliott,S T H Elliott,S.T.H.,,,,,,,,,,10,7,,,,,,,,
,Ellis,H Ellis,H.,,,,,,,,,,10,7,,,,,,,,
,Falconer,D Falconer,D.,,,,,,,,,,10,7,,,,,,,,
,Farnell,F L Farnell,F.L.,,,,,,,,,,10,7,,,,,,,,
,Farquhar,J R Farquhar,J.R.,,,,,,,,,,10,7,,,,,,,,
,Felton,G D Felton,G.D.,,,,,,,,,,10,7,,,,,,,,
,Ferguson,C H Ferguson,C.H.,,,,,,,,,,10,7,,,,,,,,
,Fleming,F J G Fleming,F.J.G.,,,,,,,,,,10,7,,,,,,,,
,Fleming,R Fleming,R.,,,,,,,,,,10,7,,,,,,,,
Lieut,Fletcher,H H Fletcher,H.H.,,,,,,,DFC,,Some doubt exists as to the inclusion of H.H. Fletcher for the DFC. The Australian War Memorial Nominal Role for WW1 notes a H.B. Fletcher as winner of the DFC with enlistment date 14th Jan 1915 prior to the formation of the Club. The Club’s Enlistment Book shows a H.H. Fletcher who enlisted 31st May 1915 in the 6th Field Ambulance. It is not known if H.B. Fletcher had any connection with the Club.,10,7,,,,,,,,
,Fletcher,G W R Fletcher,G.W.R.,,,,,,,,,,10,7,,,,,,,,
,Fletcher,H H Fletcher,H.H.,,,,,,,,,,10,7,,,,,,,,
,Fox,A M Fox,A.M.,,,,,,,,,,10,7,,,,,,,,
,Franks,F R Franks,F.R.,,,,,,,,,,10,7,,,,,,,,
,Froggart,G E Froggart,G.E.,,,,,,,,,,10,7,,,,,,,,
,Fryer,W Fryer,W.,,,,,,,,,,10,7,,,,,,,,
,Gaston,E J Gaston,E.J.,,,,,,,,,,10,7,,,,,,,,
,Gellatly,G L Gellatly,G.L.,,,,,,,,,,10,7,,,,,,,,
,Gerrett,H H B Gerrett,H.H.B.,,,,,,,,,,10,7,,,,,,,,
,Gillham,H K Gillham,H.K.,,,,,,,,,,10,7,,,,,,,,
Lance-Corporal,Glassford,E J C Glassford,E.J.C.,,Killed in action,,,,,,,,10,7,,,,,,,,
Signaller,Godson,J H Godson,J.H.,,Killed in action,,,,,,,,10,7,,,,,,,,
,Goodchild,W G Goodchild,W.G.,,,,,,,,,,10,7,,,,,,,,
,Gordon,C Gordon,C.,,,,,,,,,,10,7,,,,,,,,
Corporal,Goulder,R B Goulder,R.B.,,,,,,,,,Prisoner Of War,10,7,,,,,,,,
,Goulder,R B Goulder,R.B.,,,,,,,,,,10,7,,,,,,,,
,Grant,A F Grant,A.F.,,,,,,,,,,10,7,,,,,,,,
,Grear,C S Grear,C.S.,,,,,,,,,,10,7,,,,,,,,
,Greig,J W Greig,J.W.,,,,,,,,,,10,7,,,,,,,,
,Grey,J E Grey,J.E.,,,,,,,,,,10,7,,,,,,,,
,Hall,F S Hall,F.S.,,,,,,,,,,10,7,,,,,,,,
,Ham,W J Ham,W.J.,,,,,,,,,,10,7,,,,,,,,
,Harbutt,P H Harbutt,P.H.,,,,,,,,,,10,7,,,,,,,,
,Hatch,W C K Hatch,W.C.K.,,,,,,,,,,10,7,,,,,,,,
,Haymet,F I Haymet,F.I.,,,,,,,,,,10,7,,,,,,,,
,Hayne,S Hayne,S.,,,,,,,,,,10,7,,,,,,,,
,Healey,C A Healey,C.A.,,,,,,,,,,10,7,,,,,,,,
,Heffer,T B Heffer,T.B.,,,,,,,,,,10,7,,,,,,,,
,Herford,E T Herford,E.T.,,,,,,,,,,10,7,,,,,,,,
,Hewitt,H Hewitt,H.,,,,,,,,,,10,7,,,,,,,,
,Hill,L R Hill,L.R.,,,,,,,,,,10,7,,,,,,,,
,Hill,R G W Hill,R.G.W.,,,,,,,,,,10,7,,,,,,,,
,Hinds,F G Hinds,F.G.,,,,,,,,,,10,7,,,,,,,,
,Hoare,E E Hoare,E.E.,,,,,,,,,,10,7,,,,,,,,
,Hocking,A H Hocking,A.H.,,,,,,,,,,10,7,,,,,,,,
,Hooker,P J Hooker,P.J.,,,,,,,,,,10,7,,,,,,,,
,Horsman,G Horsman,G.,,,,,,,,,,10,7,,,,,,,,
,Horton,G H Horton,G.H.,,,,,,,,,,10,7,,,,,,,,
,Hughes,M V Hughes,M.V.,,,,,,,,,,10,7,,,,,,,,
,Hunt,F H Hunt,F.H.,,,,,,,,,,10,7,,,,,,,,
,Hutchison,E Hutchison,E.,,,,,,,,,,10,7,,,,,,,,
,Ingham,R F Ingham,R.F.,,,,,,,,,,10,7,,,,,,,,
,Irving,T Irving,T.,,,,,,,,,,10,7,,,,,,,,
,James,C S James,C.S.,,,,,,,,,,10,7,,,,,,,,
,Jarman,D Jarman,D.,,,,,,,,,,10,7,,,,,,,,
Captain,Jhonson,C A Jhonson,C.A.,,Died of wounds,,,,,MC,,,10,7,,,,,,,,
,Johnston,S A Johnston,S.A.,,,,,,,,,,10,7,,,,,,,,
,Jones,F Jones,F.,,,,,,,,,,10,7,,,,,,,,
,Jones,F E Jones,F.E.,,,,,,,,,,10,7,,,,,,,,
,Jones,L J W Jones,L.J.W.,,,,,,,,,,10,7,,,,,,,,
,Julian,L Julian,L.,,,,,,,,,,10,7,,,,,,,,
,Kelly,J Kelly,J.,,,,,,,,,,10,7,,,,,,,,
,Keogh,A Keogh,A.,,,,,,,,,,10,7,,,,,,,,
,Kerr,J Kerr,J.,,,,,,,,,,10,7,,,,,,,,
,Kidston,R R Kidston,R.R.,,,,,,,,,,10,7,,,,,,,,
,King,G C King,G.C.,,,,,,,,,,10,7,,,,,,,,
,Lakeman,A E Lakeman,A.E.,,,,,,,,,,10,7,,,,,,,,
,Langford,N H Langford,N.H.,,,,,,,,,,10,7,,,,,,,,
,Leigh,S H Leigh,S.H.,,,,,,,,,,10,7,,,,,,,,
,Levy,G I Levy,G.I.,,,,,,,,,,10,7,,,,,,,,
,Llewelyn,F J G Llewelyn,F.J.G.,,,,,,,,,,10,7,,,,,,,,
Private,Lloyd,A V R Lloyd,A.V.R.,,Killed in action,,,,,,,,10,7,,,,,,,,
,Macgregor,A B Macgregor,A.B.,,,,,,,,,,10,7,,,,,,,,
,Macpherson,D Macpherson,D.,,,,,,,,,,10,7,,,,,,,,
,Martindale,H W Martindale,H.W.,,,,,,,,,,10,7,,,,,,,,
,Maynard,C R Maynard,C.R.,,,,,,,,,,10,7,,,,,,,,
,McClean,G F Mcclean,G.F.,,,,,,,,,,10,7,,,,,,,,
,McCulloch,J S Mcculloch,J.S.,,,,,,,,,,10,7,,,,,,,,
,McCusken,J Mccusken,J.,,,,,,,,,,10,7,,,,,,,,
,McDonald,A W Mcdonald,A.W.,,,,,,,,,,10,7,,,,,,,,
,McGrady,H C Mcgrady,H.C.,,,,,,,,,,10,7,,,,,,,,
,McGrady,S R Mcgrady,S.R.,,,,,,,,,,10,7,,,,,,,,
,McManus,R A Mcmanus,R.A.,,,,,,,,,,10,7,,,,,,,,
,Miller,M C Miller,M.C.,,,,,,,,,,10,7,,,,,,,,
,Mills,C F Mills,C.F.,,,,,,,,,,10,7,,,,,,,,
,Milne,J Milne,J.,,,,,,,,,,10,7,,,,,,,,
,Miscambie,H H Miscambie,H.H.,,,,,,,,,,10,7,,,,,,,,
,Mitchell,E M Mitchell,E.M.,,,,,,,,,,10,7,,,,,,,,
,Moore,E J Moore,E.J.,,,,,,,,,,10,7,,,,,,,,
,Moore,G T Moore,G.T.,,,,,,,,,,10,7,,,,,,,,
,Moorhouse,N E Moorhouse,N.E.,,,,,,,,,,10,7,,,,,,,,
,Moors,E H Moors,E.H.,,,,,,,,,,10,7,,,,,,,,
,Moors,M C Moors,M.C.,,,,,,,,,,10,7,,,,,,,,
Lieut,Moors,E H Moors,E.H.,,Died of wounds,,,,,,,,10,7,,,,,,,,
,Musgrave,G H Musgrave,G.H.,,,,,,,,,,10,7,,,,,,,,
,Neill,C I Neill,C.I.,,,,,,,,,,10,7,,,,,,,,
,Niness,E C Niness,E.C.,,,,,,,,,,10,7,,,,,,,,
,Norman,T B Norman,T.B.,,,,,,,,,,10,7,,,,,,,,
,Nott,L B Nott,L.B.,,,,,,,,,,10,7,,,,,,,,
,O'Conner,V J O'Conner,V.J.,,,,,,,,,,10,7,,,,,,,,
,Ohler,C L Ohler,C.L,,,,,,,,,,10,7,,,,,,,,
,Oliver,P D Oliver,P.D.,,,,,,,,,,10,7,,,,,,,,
,Palmer,G H Palmer,G.H.,,,,,,,,,,10,7,,,,,,,,
,Palmer,H Palmer,H.,,,,,,,,,,10,7,,,,,,,,
,Palmer,J Palmer,J.,,,,,,,,,,10,7,,,,,,,,
,Paul,W J Paul,W.J.,,,,,,,,,,10,7,,,,,,,,
,Payne,A E Payne,A.E.,,,,,,,,,,10,7,,,,,,,,
,Pearse,R Pearse,R.,,,,,,,,,,10,7,,,,,,,,
,Peden,G H Peden,G.H.,,,,,,,,,,10,7,,,,,,,,
,Perryman,M Perryman,M.,,,,,,,,,,10,7,,,,,,,,
,Philp,E L Philp,E.L.,,,,,,,,,,10,7,,,,,,,,
,Philpott,J G Philpott,J.G.,,,,,,,,,,10,7,,,,,,,,
,Phipson,H T Phipson,H.T.,,,,,,,,,,10,7,,,,,,,,
,Pierce,H T Pierce,H.T.,,,,,,,,,,10,7,,,,,,,,
,Pirie,W H R Pirie,W.H.R.,,,,,,,,,,10,7,,,,,,,,
,Pring,F P Pring,F.P.,,,,,,,,,,10,7,,,,,,,,
,Proctor,J T G Proctor,J.T.G.,,,,,,,,,,10,7,,,,,,,,
,Rabbidge,E P Rabbidge,E.P.,,,,,,,,,,10,7,,,,,,,,
,Rabone,F H Rabone,F.H.,,,,,,,,,,10,7,,,,,,,,
,Readford,M K Readford,M.K.,,,,,,,,,,10,7,,,,,,,,
,Reid,N Reid,N.,,,,,,,,,,10,7,,,,,,,,
,Richards,B J H Richards,B.J.H.,,,,,,,,,,10,7,,,,,,,,
,Roberts,G A Roberts,G.A.,,,,,,,,,,10,7,,,,,,,,
,Robin,H S de Q Robin,H.S. de Q.,,,,,,,,,,10,7,,,,,,,,
,Robinson,W Robinson,W.,,,,,,,,,,10,7,,,,,,,,
,Rosborough,J Rosborough,J.,,,,,,,,,,10,7,,,,,,,,
,Ross,D Ross,D.,,,,,,,,,,10,7,,,,,,,,
,Roxburgh,C E Roxburgh,C.E.,,,,,,,,,,10,7,,,,,,,,
,Smith,S S Smith,S.S.,,,,,,,,,,10,7,,,,,,,,
,Smith,T A Smith,T.A.,,,,,,,,,,10,7,,,,,,,,
,Solomon,C S Solomon,C.S.,,,,,,,,,,10,7,,,,,,,,
,Steanes,J W Steanes,J.W.,,,,,,,,,,10,7,,,,,,,,
Lieut,Stewart,W K Stewart,W.K.,,Killed in action,,,,,,,,10,7,,,,,,,,
,Stinson,H L G Stinson,H.L.G.,,,,,,,,,,10,7,,,,,,,,
,Symonds,F R Symonds,F.R.,,,,,,,,,,10,7,,,,,,,,
,Taylor,F Taylor,F.,,,,,,,,,,10,7,,,,,,,,
,Taylor,H B Taylor,H.B.,,,,,,,,,,10,7,,,,,,,,
,Temple,G Temple,G.,,,,,,,,,,10,7,,,,,,,,
,Thorpe,P Thorpe,P.,,,,,,,,,,10,7,,,,,,,,
,Toose,K M Toose,K.M.,,,,,,,,,,10,7,,,,,,,,
,Turnidge,A L Turnidge,A.L.,,,,,,,,,,10,7,,,,,,,,
,van Gelder,S Van Gelder,S.,,,,,,,,,,10,7,,,,,,,,
,van Heuckelum,C Van Heuckelum,C.,,,,,,,,,,10,7,,,,,,,,
,Vincent,J Vincent,J.,,,,,,,,,,10,7,,,,,,,,
,Wagstaffe,W Wagstaffe,W.,,,,,,,,,,10,7,,,,,,,,
,Walker,F W Walker,F.W.,,,,,,,,,,10,7,,,,,,,,
,Wallis,W T Wallis,W.T.,,,,,,,,,,10,7,,,,,,,,
,Warden,J Warden,J.,,,,,,,,,,10,7,,,,,,,,
,Watson,R W Watson,R.W.,,,,,,,,,,10,7,,,,,,,,
,Watson,W R Watson,W.R.,,,,,,,,,,10,7,,,,,,,,
,Waymax,A U Waymax,A.U.,,,,,,,,,,10,7,,,,,,,,
,Webb,A E Webb,A.E.,,,,,,,,,,10,7,,,,,,,,
,Weeding,A G Weeding,A.G.,,,,,,,,,,10,7,,,,,,,,
,Welch,R Welch,R.,,,,,,,,,,10,7,,,,,,,,
,Wells,J J Wells,J.J.,,,,,,,,,,10,7,,,,,,,,
,White,E A White,E.A.,,,,,,,,,,10,7,,,,,,,,
,Wildridge,A H Wildridge,A.H.,,,,,,,,,,10,7,,,,,,,,
,Wilkinson,W Wilkinson,W.,,,,,,,,,,10,7,,,,,,,,
,Willis,E R Willis,E.R.,,,,,,,,,,10,7,,,,,,,,
,Willson,H S Willson,H.S.,,,,,,,,,,10,7,,,,,,,,
,Wilson,A J Wilson,A.J.,,,,,,,,,,10,7,,,,,,,,
,Wilson,J H Wilson,J.H.,,,,,,,,,,10,7,,,,,,,,
,Winn,G R Winn,G.R.,,,,,,,,,,10,7,,,,,,,,
,Witcombe,E L Witcombe,E.L.,,,,,,,,,,10,7,,,,,,,,
,Woodger,W G Woodger,W.G.,,,,,,,,,,10,7,,,,,,,,
,Woods,G J Woods,G.J.,,,,,,,,,,10,7,,,,,,,,
,Wright,G Wright,G.,,,,,,,,,,10,7,,,,,,,,
Private,Wright,M R D Wright,M.R.D.,,Died of wounds,,,,,,,,10,7,,,,,,,,
,Young,R W Young,R.W.,,,,,,,,,,10,7,,,,,,,,
Gunner,Younghusband,A W Younghusband,A.W.,,Killed in action,,,,,,,,10,7,,,,,,,,
,Zander,C S Zander,C.S.,,,,,,,,,,10,7,,,,,,,,
,Zander,W H Zander,W.H.,,,,,,,,,,10,7,,,,,,,,
,Garling,Frederick H Garling,Frederick H,World War 1,Killed in action,,,,male,,,,16,12,,,,,,,,
,Garling,Leslie Garling,Leslie,World War 1,Killed in action,,,,male,,,,16,12,,,,,,,,
,Alfonso,N F Alfonso,N F,World War 1,,,,,,,,,17,13,,,,,,,,
,Anderson,C J I Anderson,C J I,World War 1,,,,,,,,,17,13,,,,,,,,
,Anthoness,K Anthoness,K,World War 1,Wounded,,,,,,,,17,13,,,,,,,,
,Barton,B T Barton,B T,World War 1,,,,,,,,,17,13,,,,,,,,
,Baxter,R Baxter,R,World War 1,Died on service,,,,,,,,17,13,,,,,,,,
,Beckett,L A V Beckett,L A V,World War 1,Wounded,,,,,,,,17,13,,,,,,,,
,Beeson,A W Beeson,A W,World War 1,,,,,,,,,17,13,,,,,,,,
,Begg,J Begg,J,World War 1,Wounded,,,,,,,,17,13,,,,,,,,
,Bennett,R Bennett,R,World War 1,,,,,,,,,17,13,,,,,,,,
,Bent,R A Bent,R A,World War 1,Wounded,,,,,,,,17,13,,,,,,,,
,Biden,E B Biden,E B,World War 1,,,,,,Decorated,,,17,13,,,,,,,,
,Biden,H E Biden,H E,World War 1,,,,,,,,,17,13,,,,,,,,
,Bolton,K McL Bolton,K McL,World War 1,Wounded,,,,,,,,17,13,,,,,,,,
,Bolton-Wood,A R Bolton-Wood,A R,World War 1,Died on service,,,,,,,,17,13,,,,,,,,
,Bolton-Wood,N E Bolton-Wood,N E,World War 1,,,,,,,,,17,13,,,,,,,,
,Bolton-Wood,R A Bolton-Wood,R A,World War 1,Died on service,,,,,,,,17,13,,,,,,,,
,Boone,C A Boone,C A,World War 1,Died on service,,,,,,,,17,13,,,,,,,,
,Boone,L J Boone,L J,World War 1,,,,,,,,,17,13,,,,,,,,
,Bowyer,D Bowyer,D,World War 1,,,,,,,,,17,13,,,,,,,,
,Brindley,C C Brindley,C C,World War 1,Wounded,,,,,,,,17,13,,,,,,,,
,Brobden,T Brobden,T,World War 1,,,,,,,,,17,13,,,,,,,,
,Brown,C T Brown,C T,World War 1,,,,,,,,,17,13,,,,,,,,
